MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
2677,Doraemon Movie 11: Nobita to Animal Planet,7.11,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Doraemon the Movie:Nobita and the Animal Planet,映画 ドラえもん のび太とアニマル惑星[プラネット],Movie,1,"Mar 10, 1990",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 40 min.,PG - Children,3162.0,6994,4124,2,33,3545,33,89,424,196.0,226.0,579.0,763.0,407.0,220.0,63.0,16.0,14.0,8.0
2678,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,6.89,"Adventure, Fantasy, Kids, Shounen",Doraemon the Movie:Nobita and the Spiral City,映画 ドラえもん のび太のねじ巻き都市[シティー]冒険記,Movie,1,"Mar 8, 1997",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 38 min.,PG - Children,4066.0,8557,2257,2,28,1737,29,74,389,92.0,78.0,204.0,372.0,210.0,112.0,44.0,13.0,10.0,3.0
2679,Teki wa Kaizoku: Neko-tachi no Kyouen,6.21,"Comedy, Sci-Fi",The Enemy's the Pirates!:The Cats' Banquet,敵は海賊 ～猫たちの饗宴～,OVA,6,"Jan 1, 1990 to Mar 1, 1990",Unknown,Kitty Films,Unknown,Madhouse,Novel,25 min. per ep.,PG-13 - Teens 13 or older,7286.0,9928,1266,3,71,471,50,82,592,20.0,16.0,45.0,102.0,79.0,71.0,27.0,14.0,10.0,9.0
2680,One Piece: Straw Hat Theater,7.38,"Adventure, Fantasy, Shounen",Unknown,ワンピース 麦わら劇場,Special,5,"Oct 1, 2006 to Oct 29, 2006",Unknown,Unknown,Unknown,Toei Animation,Manga,3 min. per ep.,PG-13 - Teens 13 or older,1988.0,3355,23779,16,319,19289,255,241,3675,1850.0,1615.0,2578.0,3219.0,1814.0,980.0,319.0,154.0,69.0,61.0
2681,Spaceship Agga Ruter,6.54,"Comedy, Hentai, Sci-Fi, Space",Spaceship Agga Ruter,SpaceOfera アッガ・ルター,OVA,4,"Oct 25, 1998 to Apr 25, 1999",Unknown,"AIC, BEAM Entertainment",Unknown,Unknown,Original,28 min. per ep.,Rx - Hentai,Unknown,8795,2027,6,133,1084,84,96,630,61.0,60.0,114.0,205.0,146.0,100.0,41.0,23.0,12.0,17.0
2682,Aoki Densetsu Shoot! (Movie),6.77,"Action, Sports, Shounen",Blue Legend Shoot!,蒼き伝説　シュート！,Movie,1,"Dec 4, 1994",Unknown,Unknown,Unknown,Unknown,Unknown,25 min.,PG - Children,4584.0,8881,1966,2,57,1211,40,72,586,56.0,55.0,131.0,265.0,190.0,80.0,30.0,10.0,3.0,4.0
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,7.27,"Action, Mystery, Horror, Drama, Martial Arts, Fantasy, School",Unknown,東京魔人學園剣風帖　龖（トウ） 第弐幕,TV,12,"Jul 27, 2007 to Oct 12, 2007",Summer 2007,Unknown,"ADV Films, Funimation",AIC Spirits,Game,24 min. per ep.,R - 17+ (violence & profanity),2473.0,2960,30201,70,1230,16922,963,714,10372,945.0,1624.0,2999.0,3922.0,1927.0,858.0,313.0,113.0,43.0,38.0
2684,Buzzer Beater 2nd Season,6.83,"Action, Sci-Fi, Sports, Shounen",Unknown,BUZZER BEATER 第2期,TV,13,"Jul 4, 2007 to Sep 26, 2007",Summer 2007,Unknown,Unknown,TMS Entertainment,Web manga,25 min. per ep.,PG-13 - Teens 13 or older,4318.0,5537,7431,5,210,5068,176,270,1707,181.0,293.0,709.0,1062.0,682.0,323.0,147.0,60.0,36.0,52.0
2685,Tsubasa: Tokyo Revelations,8.31,"Action, Adventure, Drama, Romance, Fantasy, Shounen",Tsubasa RESERVoir CHRoNiCLE:Tokyo Revelations,ツバサ TOKYO REVELATIONS,OVA,3,"Nov 16, 2007 to Mar 17, 2008",Unknown,Kodansha,Funimation,Production I.G,Manga,30 min. per ep.,R - 17+ (violence & profanity),225.0,1628,82168,899,1952,56450,1312,858,21596,8995.0,11037.0,10937.0,6512.0,2293.0,832.0,260.0,103.0,50.0,100.0
2686,Tetsujin 28-gou,6.2,"Adventure, Mecha, Sci-Fi, Shounen",Gigantor,鉄人２８号,TV,96,"Oct 20, 1963 to May 27, 1965",Fall 1963,Unknown,Unknown,Eiken,Manga,25 min. per ep.,G - All Ages,7372.0,8408,2398,8,120,670,182,418,1008,64.0,26.0,67.0,152.0,166.0,139.0,54.0,29.0,12.0,15.0
2687,Gokuu no Daibouken,6.07,"Comedy, Fantasy",Adventures of the Monkey King,悟空の大冒険,TV,39,"Jan 7, 1967 to Sep 30, 1967",Winter 1967,Fuji TV,Unknown,Mushi Production,Unknown,25 min. per ep.,G - All Ages,7945.0,11452,657,2,36,222,38,104,257,12.0,8.0,13.0,39.0,34.0,20.0,19.0,11.0,6.0,6.0
2688,Akai Koudan Zillion,6.6,"Action, Military, Sci-Fi, Adventure",Zillion,赤い光弾ジリオン,TV,31,"Apr 12, 1987 to Dec 13, 1987",Spring 1987,Victor Entertainment,Funimation,"Production I.G, Tatsunoko Production",Game,24 min. per ep.,PG-13 - Teens 13 or older,5354.0,6979,4145,17,248,1170,242,256,2229,84.0,67.0,150.0,272.0,209.0,133.0,77.0,34.0,23.0,7.0
2689,Akai Koudan Zillion: Utahime Yakyoku,5.8,"Sci-Fi, Adventure",Zillion:Burning Night,赤い光弾ジリオン 歌姫夜曲,Special,1,"Jun 21, 1988",Unknown,Unknown,Unknown,Production I.G,Game,47 min.,PG-13 - Teens 13 or older,8835.0,10278,1087,1,31,546,29,50,431,20.0,15.0,32.0,75.0,80.0,81.0,42.0,24.0,12.0,13.0
2690,Urban Square: Kohaku no Tsuigeki,6.1,"Action, Mystery, Seinen",Unknown,アーバンスクウェア　琥珀の追撃,OVA,1,"Nov 28, 1986",Unknown,Bandai Visual,Unknown,Unknown,Original,56 min.,R - 17+ (violence & profanity),7828.0,9523,1521,0,44,768,24,46,639,9.0,7.0,60.0,175.0,158.0,121.0,44.0,13.0,9.0,3.0
2691,Gensei Shugoshin P-hyoro Ikka,Unknown,"Adventure, Fantasy",Unknown,現世守護神　ぴーひょろ一家,Movie,1,"Jul 9, 1988",Unknown,Bandai Visual,Unknown,Unknown,Manga,30 min.,PG-13 - Teens 13 or older,14116.0,13295,320,0,17,64,11,43,185,5.0,Unknown,2.0,3.0,6.0,14.0,2.0,4.0,1.0,5.0
2692,CB Chara Go Nagai World,6.84,"Action, Parody, Comedy",CB Character:Nagai Gou World,ＣＢキャラ永井豪ワールド,OVA,3,"Feb 21, 1991 to Jun 27, 1991",Unknown,"Bandai Visual, Dynamic Planning",Discotek Media,Unknown,Unknown,45 min. per ep.,R+ - Mild Nudity,4260.0,8112,2670,15,108,1432,84,94,952,62.0,103.0,213.0,341.0,206.0,103.0,36.0,17.0,7.0,14.0
2693,Detatoko Princess,5.96,"Comedy, Fantasy",Suddenly Princess,でたとこプリンセス,OVA,3,"Dec 1, 1997 to May 21, 1998",Unknown,Unknown,Media Blasters,J.C.Staff,Manga,30 min. per ep.,PG-13 - Teens 13 or older,8341.0,8022,2756,4,102,1124,67,94,1369,23.0,22.0,87.0,179.0,258.0,172.0,78.0,30.0,20.0,14.0
2694,Hidamari no Ki,6.87,"Action, Historical, Drama, Samurai, Seinen",Tree in the Sun,陽だまりの樹,TV,25,"Apr 5, 2000 to Sep 20, 2000",Spring 2000,"VAP, Nippon Television Network",Unknown,Madhouse,Manga,23 min. per ep.,R+ - Mild Nudity,4174.0,8752,2074,14,106,398,84,113,1373,22.0,40.0,75.0,90.0,45.0,29.0,12.0,10.0,2.0,6.0
2695,Mobile Suit Gundam 0083: The Fading Light of Zeon,6.69,"Action, Sci-Fi, Adventure, Space, Mecha",Mobile Suit Gundam 0083:The Afterglow Of Zeon,機動戦士ガンダム0083 －ジオンの残光－,Movie,1,"Aug 29, 1992",Unknown,"Bandai Visual, Sotsu",Nozomi Entertainment,Sunrise,Original,1 hr. 59 min.,PG-13 - Teens 13 or older,4971.0,5589,7206,5,147,4019,113,124,2803,147.0,201.0,446.0,812.0,521.0,280.0,133.0,50.0,26.0,19.0
2696,Crusher Joe OVA,6.6,"Action, Sci-Fi, Adventure",Crusher Joe:The OVAs,クラッシャージョウ,OVA,2,"Feb 5, 1989 to Jun 5, 1989",Unknown,Studio Nue,"AnimEigo, Discotek Media",Sunrise,Light novel,57 min. per ep.,R - 17+ (violence & profanity),5351.0,8204,2560,1,81,1273,53,57,1096,18.0,59.0,155.0,360.0,213.0,119.0,38.0,15.0,5.0,5.0
2697,Hi-Speed Jecy,6.12,"Action, Sci-Fi",High Speed Jessie,ハイスピード・ジェシー,OVA,12,"Sep 5, 1989 to Mar 5, 1990",Unknown,VAP,Unknown,Studio Pierrot,Light novel,28 min. per ep.,R - 17+ (violence & profanity),7701.0,10290,1081,1,63,261,53,54,650,11.0,6.0,24.0,46.0,55.0,39.0,24.0,8.0,2.0,4.0
2698,Sanctuary,6.36,"Action, Police, Thriller, Drama, Seinen",Sanctuary,サンクチュアリ,OVA,1,"May 1, 1996",Unknown,"VAP, Toho",VIZ Media,Pastel,Manga,1 hr. 7 min.,R+ - Mild Nudity,6609.0,7508,3423,8,100,1513,50,60,1700,38.0,65.0,172.0,340.0,277.0,155.0,83.0,35.0,15.0,20.0
2699,Uchuu Kaizoku Mito no Daibouken,6.41,"Action, Comedy, Sci-Fi",Space Pirate Mito,宇宙海賊ミトの大冒険,TV,13,"Jan 5, 1999 to Mar 30, 1999",Winter 1999,Bandai Visual,"Nozomi Entertainment, Media Blasters, NYAV Post","Genco, Triangle Staff",Unknown,24 min. per ep.,PG-13 - Teens 13 or older,6347.0,8918,1929,4,93,742,85,148,861,21.0,34.0,93.0,159.0,139.0,85.0,31.0,24.0,16.0,7.0
2700,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,6.19,"Action, Comedy, Sci-Fi",Space Pirate Mito 2,宇宙海賊ミトの大冒険 2人の女王様,TV,13,"Jul 13, 1999 to Oct 5, 1999",Summer 1999,Unknown,"Nozomi Entertainment, Media Blasters, NYAV Post","Xebec, Genco, Triangle Staff",Unknown,24 min. per ep.,PG-13 - Teens 13 or older,7387.0,10236,1097,1,63,462,48,78,446,9.0,18.0,37.0,79.0,94.0,63.0,22.0,7.0,8.0,2.0
2701,Susie-chan to Marvy,Unknown,"Comedy, Kids",Little Susie and Marvy,スージーちゃんとマービー,TV,104,"Apr 5, 1999 to Feb 3, 2000",Spring 1999,Unknown,Unknown,Xebec,Unknown,15 min. per ep.,Unknown,12301.0,14538,221,0,13,68,10,56,74,4.0,4.0,Unknown,8.0,6.0,8.0,6.0,2.0,3.0,3.0
2702,Bakukyuu Renpatsu!! Super B-Daman,6.24,"Game, Adventure, Kids",Unknown,爆球連発!!スーパービーダマン,TV,18,"Jan 4, 1999 to Sep 27, 1999",Winter 1999,Unknown,Unknown,Xebec,Unknown,40 min. per ep.,G - All Ages,7135.0,10432,1013,6,41,538,29,97,308,42.0,26.0,45.0,77.0,70.0,57.0,21.0,18.0,16.0,10.0
2703,Chousoku Spinner,6.63,"Shounen, Sports",Super YoYo,超速スピナー,TV,22,"Nov 30, 1998 to Sep 10, 1999",Fall 1998,Shogakukan-Shueisha Productions,Unknown,Xebec,Manga,23 min. per ep.,G - All Ages,5243.0,6973,4137,16,181,2570,140,225,1021,115.0,126.0,305.0,523.0,461.0,234.0,89.0,45.0,27.0,18.0
2704,Kaiketsu Jouki Tanteidan,6.64,"Action, Mecha, Mystery, Police",Steam Detectives,快傑蒸気探偵団,TV,26,"Oct 7, 1998 to Mar 31, 1999",Fall 1998,Studio Tron,ADV Films,Xebec,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5195.0,7308,3697,10,192,1043,238,244,1980,33.0,73.0,137.0,267.0,209.0,134.0,40.0,21.0,12.0,7.0
2705,Bakusou Kyoudai Let's & Go,6.78,"Adventure, Cars, Sports, Shounen",Unknown,爆走兄弟レッツ＆ゴー!!,TV,51,"Jan 8, 1996 to Dec 23, 1996",Winter 1996,Unknown,Unknown,"Production I.G, Xebec",Manga,25 min. per ep.,G - All Ages,4514.0,5248,8421,47,313,6100,236,503,1269,279.0,322.0,817.0,1409.0,1006.0,527.0,179.0,78.0,30.0,26.0
2706,Bakusou Kyoudai Let's & Go WGP,6.96,"Cars, Sports, Shounen",Unknown,爆走兄弟レッツ＆ゴー!!　ＷＧＰ,TV,51,"Jan 6, 1997 to Dec 22, 1997",Winter 1997,Unknown,Unknown,Xebec,Manga,25 min. per ep.,G - All Ages,3761.0,6649,4674,35,141,3610,97,221,605,204.0,209.0,540.0,838.0,491.0,254.0,80.0,45.0,10.0,11.0
2707,Majime ni Fumajime Kaiketsu Zorori,6.72,"Adventure, Kids",Unknown,まじめにふまじめ　かいけつゾロリ,TV,97,"Feb 13, 2005 to Jan 28, 2007",Winter 2005,Nagoya Broadcasting Network,Unknown,Ajia-Do,Unknown,24 min. per ep.,PG - Children,4804.0,10687,901,6,65,377,47,102,310,32.0,23.0,37.0,96.0,62.0,26.0,12.0,2.0,2.0,6.0
2708,Wankorobee,Unknown,"Comedy, Fantasy, Kids",Unknown,わんころべえ,TV,26,"Oct 6, 1996 to Mar 30, 1997",Fall 1996,Unknown,Unknown,"Ajia-Do, TMS Entertainment",Original,15 min. per ep.,G - All Ages,12782.0,14602,216,0,11,59,7,66,73,2.0,Unknown,3.0,7.0,1.0,9.0,6.0,2.0,Unknown,4.0
2709,Bakusou Kyoudai Let's & Go MAX,6.58,"Cars, Shounen, Sports",Unknown,爆走兄弟レッツ＆ゴー!! ＭＡＸ,TV,51,"Jan 5, 1998 to Dec 21, 1998",Winter 1998,Unknown,Unknown,Xebec,Manga,25 min. per ep.,G - All Ages,5462.0,7892,2915,15,94,2040,77,200,504,86.0,90.0,235.0,429.0,367.0,222.0,72.0,22.0,17.0,12.0
2710,Nintama Rantarou Movie,6.33,"Comedy, Shounen",Unknown,映画　忍たま乱太郎,Movie,1,"Jun 29, 1996",Unknown,Unknown,Unknown,Ajia-Do,Unknown,45 min.,G - All Ages,6729.0,12086,505,2,20,238,8,62,177,15.0,10.0,23.0,31.0,30.0,18.0,7.0,5.0,4.0,3.0
2712,Shiratori Reiko de Gozaimasu!,Unknown,"Comedy, Romance",I am THE Shiratori Reiko!,白鳥麗子でございます！,OVA,1,"Apr 25, 1990",Unknown,Unknown,Unknown,Ajia-Do,Manga,44 min.,PG-13 - Teens 13 or older,11996.0,12892,362,0,16,103,8,49,186,6.0,2.0,2.0,15.0,12.0,20.0,7.0,1.0,4.0,4.0
2713,Rockman.EXE Beast+,6.86,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",Unknown,ロックマンエグゼビースト+（プラス）,TV,26,"Apr 8, 2006 to Sep 30, 2006",Spring 2006,Unknown,Unknown,Xebec,Game,10 min. per ep.,PG - Children,4206.0,6347,5279,6,210,2623,252,183,2011,161.0,138.0,292.0,582.0,339.0,166.0,65.0,28.0,17.0,12.0
2714,Sotsugyou: Graduation,5.96,"Drama, School",Graduation,卒業~Graduation~,OVA,2,"Jan 21, 1995 to Feb 21, 1995",Unknown,Bandai Visual,Unknown,Unknown,Visual novel,30 min. per ep.,PG-13 - Teens 13 or older,8350.0,10369,1044,0,45,436,27,32,504,19.0,7.0,21.0,61.0,90.0,61.0,27.0,17.0,4.0,4.0
2715,Totsuzen! Neko no Kuni Banipal Witt,6.79,Adventure,Catnapped,とつぜん！猫の国　バニパルウィット,Movie,1,"Jun 10, 1995",Unknown,"Pioneer LDC, AC Create",Geneon Entertainment USA,Studio Hibari,Unknown,1 hr. 15 min.,G - All Ages,4471.0,8706,2109,9,49,1033,30,43,954,41.0,80.0,140.0,236.0,155.0,78.0,33.0,11.0,10.0,1.0
2716,Urayasu Tekkin Kazoku,6.93,"Comedy, Shounen",Unknown,浦安鉄筋家族,TV,33,"Jun 30, 1998 to Aug 25, 1998",Summer 1998,TBS,Unknown,Studio Deen,Manga,7 min. per ep.,R - 17+ (violence & profanity),3885.0,9376,1612,9,99,575,87,133,718,64.0,66.0,94.0,108.0,75.0,47.0,24.0,13.0,9.0,12.0
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,6.86,"Action, Adventure, Space, Drama, Sci-Fi",Unknown,銀河鉄道物語 ～永遠への分岐点～,TV,24,"Oct 5, 2006 to Mar 29, 2007",Fall 2006,"CBC, Planet",Unknown,Unknown,Original,24 min. per ep.,PG-13 - Teens 13 or older,4190.0,7626,3238,4,163,1151,153,122,1649,57.0,66.0,158.0,288.0,156.0,82.0,25.0,13.0,10.0,6.0
2718,Umi no Triton,6.23,"Adventure, Fantasy, Shounen",Triton of the Sea,海のトリトン,TV,27,"Apr 1, 1972 to Sep 30, 1972",Spring 1972,Unknown,Unknown,Animation Staff Room,Manga,23 min. per ep.,G - All Ages,7201.0,9605,1475,4,62,609,63,135,606,34.0,26.0,60.0,117.0,88.0,67.0,36.0,24.0,14.0,16.0
2719,MapleStory,5.33,"Action, Kids, Fantasy, Comedy, Romance",Unknown,メイプルストーリー,TV,25,"Oct 7, 2007 to Mar 30, 2008",Fall 2007,"TV Tokyo, Dentsu, Nexon",Unknown,Madhouse,Game,25 min. per ep.,PG - Children,10090.0,6902,4257,4,243,1165,343,1180,1326,62.0,47.0,95.0,172.0,251.0,284.0,231.0,168.0,151.0,233.0
2721,Reinou Tantei Miko,5.79,"Comedy, Hentai",Phantom Hunter Miko,霊能探偵ミコ,OVA,2,"Aug 25, 2000 to May 4, 2001",Unknown,Unknown,Unknown,Studio Deen,Unknown,30 min. per ep.,Rx - Hentai,Unknown,9388,1603,3,124,709,76,90,604,20.0,13.0,40.0,68.0,119.0,97.0,41.0,18.0,15.0,22.0
2722,Crusher Joe,6.83,"Action, Sci-Fi, Adventure, Space",Crusher Joe:The Movie,クラッシャージョウ,Movie,1,"Mar 12, 1983",Unknown,Studio Nue,"AnimEigo, Discotek Media",Sunrise,Manga,2 hr. 11 min.,R+ - Mild Nudity,4322.0,6141,5732,6,167,2284,76,72,3133,55.0,131.0,403.0,600.0,324.0,199.0,53.0,26.0,9.0,6.0
2723,D4 Princess,6.1,"Action, Sci-Fi, Comedy, Magic, Mecha",Unknown,D4 プリンセス,TV,24,"Apr 6, 1999 to Sep 28, 1999",Spring 1999,Pony Canyon,Unknown,Daume,Manga,8 min. per ep.,PG-13 - Teens 13 or older,7813.0,8327,2454,2,133,913,124,212,1072,18.0,23.0,73.0,164.0,197.0,110.0,74.0,27.0,14.0,16.0
2724,Daicon Opening Animations,7.71,"Action, Sci-Fi, Adventure, Music, Mecha",Unknown,DAICONオープニングアニメ,Special,2,"Aug 22, 1981 to Aug 20, 1983",Unknown,Unknown,Unknown,Gainax,Other,5 min. per ep.,PG - Children,1001.0,4105,15541,162,207,12304,104,109,2817,1503.0,1429.0,2170.0,1945.0,1008.0,476.0,123.0,71.0,37.0,43.0
2725,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,6.82,"Comedy, Magic, Parody, Police, Sci-Fi, Shounen, Space",Unknown,天地無用! 番外篇 宇宙刑事[ギャラクシーポリス]美星 銀河大冒険[スペースアドベンチャー],OVA,1,"Mar 25, 1994",Unknown,Pioneer LDC,Geneon Entertainment USA,AIC,Original,27 min.,PG-13 - Teens 13 or older,4348.0,5298,8207,6,185,5840,94,91,1997,217.0,273.0,668.0,1259.0,836.0,401.0,127.0,41.0,19.0,17.0
2726,Sukeban Deka,6.46,"Action, Police, Drama, School, Shoujo",Delinquent Detective,スケバン刑事,OVA,2,"Apr 21, 1991 to Jul 21, 1991",Unknown,"Hakusensha, Big Bang",ADV Films,Unknown,Manga,47 min. per ep.,R - 17+ (violence & profanity),6126.0,6605,4778,8,171,2010,68,84,2445,55.0,91.0,217.0,439.0,385.0,190.0,84.0,52.0,18.0,11.0
2727,Sweet Valerian,5.77,"Action, Comedy, Magic, School, Shoujo",Unknown,スウィート・ヴァレリアン,TV,18,"Aug 1, 2004 to Dec 19, 2004",Summer 2004,Aniplex,Unknown,Madhouse,Original,3 min. per ep.,G - All Ages,8931.0,8339,2441,2,98,1052,102,232,957,25.0,25.0,71.0,179.0,208.0,181.0,89.0,57.0,30.0,28.0
2728,TWO-MIX: White Reflection,6.76,Music,Unknown,TWO-MIX:WHITE REFLECTION,Music,1,"Mar 13, 1997",Unknown,Unknown,Unknown,OLM,Music,4 min.,G - All Ages,4649.0,8557,2245,4,16,2008,6,23,192,83.0,138.0,266.0,401.0,247.0,189.0,55.0,31.0,18.0,10.0
2729,X²: Double X,6.51,"Music, Drama, Shoujo",Unknown,X² ダブルエックス,Music,1,"Nov 21, 1993",Unknown,Unknown,Unknown,Madhouse,Manga,2 min.,PG-13 - Teens 13 or older,5838.0,6857,4318,4,70,2764,46,61,1377,126.0,122.0,258.0,449.0,438.0,278.0,103.0,44.0,26.0,22.0
2730,1+2=Paradise,4.92,"Harem, Comedy, Romance, Ecchi, Seinen",Unknown,１＋２＝パラダイス,OVA,2,"Feb 23, 1990 to Apr 27, 1990",Unknown,Agent 21,Unknown,J.C.Staff,Manga,28 min. per ep.,R+ - Mild Nudity,10676.0,5521,7479,32,285,4808,145,308,1933,139.0,97.0,178.0,383.0,617.0,760.0,489.0,384.0,303.0,295.0
2731,Shishunki Bishoujo Gattai Robo Z-Mind,5.93,"Action, Parody, Mecha",Unknown,思春期美少女合体ロボ ジーマイン,OVA,6,"Feb 25, 1999 to Jul 25, 1999",Unknown,Unknown,"Bandai Entertainment, Sentai Filmworks",Sunrise,Unknown,30 min. per ep.,PG-13 - Teens 13 or older,8436.0,11114,756,0,31,267,25,56,377,6.0,5.0,13.0,42.0,60.0,52.0,21.0,4.0,9.0,9.0
2732,Baby Baachan,6.56,"Comedy, Drama",Baby Grandma,ベイベーばあちゃん,TV,53,"Apr 8, 2002 to Dec 4, 2002",Spring 2002,"Bandai Visual, NHK, Bandai",Unknown,Unknown,Original,7 min. per ep.,G - All Ages,5556.0,11294,705,0,35,316,30,91,233,18.0,14.0,30.0,62.0,33.0,32.0,3.0,7.0,4.0,6.0
2733,MiniPato,6.44,Parody,Mobile Police Patlabor Minimum,ミニパト,Movie,3,"Mar 30, 2002 to Apr 13, 2002",Unknown,"Bandai Visual, Tohokushinsha Film Corporation","Maiden Japan, Geneon Entertainment USA",Production I.G,Original,10 min. per ep.,PG - Children,6224.0,8034,2736,4,47,1490,61,66,1072,39.0,49.0,172.0,267.0,222.0,141.0,54.0,31.0,8.0,13.0
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,7.13,"Action, Mecha",Mazinkaiser:Deathmatch! General Dark,マジンカイザー　死闘！暗黒大将軍,OVA,1,"Jul 25, 2003",Unknown,"Bee Media, Dynamic Planning",Unknown,Brain's Base,Manga,56 min.,R - 17+ (violence & profanity),3100.0,7285,3711,12,65,2499,54,69,1024,165.0,213.0,445.0,555.0,273.0,132.0,61.0,17.0,13.0,8.0
2735,Mugen Senki Portriss,Unknown,"Action, Mecha, Sci-Fi, Shounen",Unknown,無限戦記ポトリス,TV,52,"Apr 5, 2003 to Mar 27, 2004",Spring 2003,"TV Tokyo, Bandai Visual",Unknown,"Sunrise, Dongwoo A&E",Unknown,25 min. per ep.,PG - Children,15698.0,12851,372,0,32,95,13,62,170,3.0,Unknown,7.0,11.0,10.0,17.0,1.0,6.0,1.0,4.0
2736,Mojakou,7.12,"Comedy, Fantasy, Sci-Fi",Unknown,モジャ公,TV,74,"Oct 3, 1995 to Mar 31, 1997",Fall 1995,"TV Tokyo, Shogakukan-Shueisha Productions, SoftX, Studio Jack",Unknown,OLM,Unknown,25 min. per ep.,G - All Ages,3127.0,8868,1970,13,45,1317,83,208,317,75.0,133.0,206.0,342.0,172.0,96.0,12.0,13.0,6.0,8.0
2737,Kouryuu no Mimi: Mina no Shou,5.09,"Action, Super Power, Drama",Unknown,黄龍の耳,OVA,2,"Apr 26, 1995 to Jun 1, 1995",Unknown,VAP,Unknown,OLM,Manga,28 min. per ep.,R+ - Mild Nudity,10484.0,10821,847,0,43,358,21,40,385,8.0,1.0,15.0,29.0,52.0,54.0,44.0,38.0,21.0,17.0
2738,Kasumin 3rd Season,Unknown,"Kids, Fantasy",Unknown,カスミン (第3シリーズ),TV,26,"Apr 9, 2003 to Oct 1, 2003",Spring 2003,NHK,Unknown,OLM,Unknown,25 min. per ep.,PG - Children,14908.0,12369,455,3,32,125,31,68,199,5.0,5.0,11.0,28.0,18.0,18.0,10.0,3.0,Unknown,3.0
2739,Highschool Aurabuster: Hikari no Mezame,Unknown,"Drama, Fantasy, Super Power",Unknown,ハイスクール・オーラバスター　光の誕生[めざめ],OVA,3,"Feb 5, 1999 to Sep 22, 1999",Unknown,Unknown,Unknown,OLM,Unknown,27 min. per ep.,Unknown,14409.0,11791,574,1,26,187,12,45,304,9.0,8.0,9.0,25.0,22.0,20.0,9.0,3.0,4.0,4.0
2740,Monkey Turn,6.34,"Action, Sports, Drama, Shounen",Unknown,モンキーターン,TV,25,"Jan 11, 2004 to Jun 27, 2004",Winter 2004,Unknown,Unknown,OLM,Manga,23 min. per ep.,PG-13 - Teens 13 or older,6703.0,10138,1154,2,80,293,51,120,610,11.0,11.0,27.0,66.0,53.0,40.0,18.0,7.0,7.0,6.0
2741,Monkey Turn V,Unknown,"Action, Sports, Drama, Shounen",Unknown,モンキー ターン V,TV,25,"Jul 4, 2004 to Dec 19, 2004",Summer 2004,AIC,Unknown,OLM,Manga,24 min. per ep.,PG-13 - Teens 13 or older,15646.0,11845,562,0,37,168,20,63,274,12.0,2.0,24.0,28.0,19.0,11.0,5.0,4.0,3.0,4.0
2742,Omoikkiri Kagaku Adventure Sou Nanda!,Unknown,"Comedy, Kids, Sci-Fi",Full-Blast Science Adventure:So That's How It Is!,おもいっきり科学アドベンチャー そーなんだ!,TV,26,"Oct 5, 2003 to Mar 28, 2004",Fall 2003,"TV Tokyo, Geneon Universal Entertainment, Dentsu, WAO World, Future Planet",Unknown,OLM,Unknown,20 min. per ep.,Unknown,11329.0,12746,387,0,33,87,14,70,183,5.0,2.0,3.0,12.0,5.0,16.0,7.0,4.0,2.0,5.0
2743,Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,7.44,"Parody, Comedy",Unknown,たねきゃら劇場,Special,4,"Jun 22, 2007",Unknown,Unknown,Unknown,Sunrise,Original,4 min. per ep.,PG-13 - Teens 13 or older,1773.0,5594,7219,10,130,4825,99,138,2027,467.0,514.0,754.0,752.0,426.0,226.0,87.0,40.0,21.0,29.0
2744,Potemayo,7.3,"Comedy, School, Seinen",Unknown,ぽてまよ,TV,12,"Jul 7, 2007 to Sep 22, 2007",Summer 2007,Lantis,Unknown,J.C.Staff,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,2323.0,4192,14663,65,525,7191,692,937,5318,425.0,818.0,1515.0,1586.0,870.0,461.0,178.0,77.0,42.0,41.0
2745,Jigoku Sensei Nube OVA,7.11,"Action, Supernatural, Comedy, School, Demons, Horror, Shounen",Hell Teacher Nube,地獄先生ぬ～べ～,OVA,3,"Jun 12, 1998 to May 14, 1999",Unknown,Toei Video,Unknown,Unknown,Unknown,30 min. per ep.,PG-13 - Teens 13 or older,3172.0,8268,2519,11,100,1278,60,52,1029,78.0,107.0,190.0,295.0,133.0,60.0,17.0,5.0,3.0,3.0
